ID	Waveform	Period	Phase	Nadir	Mean	Std_Dev	MaxLoc	MinLoc	Max	Min	Max_Amp	FC	IQR_FC	Tau	P	BF	empP	GammaP	GammaBH
Myoviridae.sp._P03	cosine	24.0	8.0	12.0	0.006664809375	0.011686073426804463	17.0	61.0	0.03723384	0.000202692	0.037031148	183.696643183	6.35488641473	0.4447495899966607	0.06170005454054971	0.9255008181082456	0.5764235764235764	0.5217914340324872	0.7750995798603388
Siphoviridae.sp._P03	cosine	24.0	0.0	12.0	0.033951898000000015	0.06342281581289612	17.0	61.0	0.19960579	0.0012125530000000001	0.198393237	164.616136367	10.225338734400001	0.5188745216627708	0.0361333719258868	0.542000578888302	0.4195804195804196	0.35746779588015354	0.690071897359657
Prevotella.melaninogenica_P03	cosine	24.0	8.0	12.0	0.050956873749999985	0.09906531797028743	17.0	41.0	0.309570535	9.520000000000001e-05	0.309475335	3251.79133403	16.8138110015	0.5188745216627708	0.0361333719258868	0.542000578888302	0.4195804195804196	0.35746779588015354	0.690071897359657
Gemella.haemolysans_P03	cosine	24.0	20.0	8.0	0.037646895874999996	0.06423289260588343	21.0	41.0	0.19948940899999998	0.000523116	0.19896629300000002	381.348322361	55.436190108699996	0.4447495899966607	0.06170005454054971	0.9255008181082456	0.5764235764235764	0.5217914340324872	0.7750995798603388
Streptococcus.pneumoniae_P03	cosine	24.0	0.0	16.0	0.018930188500000004	0.028648205747142805	17.0	41.0	0.08138470099999999	0.000728001	0.0806567	111.79201814299999	38.119689111199996	0.4447495899966607	0.06170005454054971	0.9255008181082456	0.5764235764235764	0.5217914340324872	0.7750995798603388
Streptococcus.thermophilus_P03	cosine	24.0	20.0	16.0	0.0019688452499999998	0.004379241589869009	17.0	61.0	0.013529176	4.33e-05	0.013485876	312.452101617	8.08954857489	0.5455447255899809	0.02939086404115827	0.44086296061737396	0.3276723276723277	0.30435865072424817	0.690071897359657
Podoviridae.sp._P03	cosine	24.0	8.0	12.0	0.00533713725	0.009254617641858935	17.0	61.0	0.029486527999999998	9.71e-05	0.029389428	303.671761071	4.87976824498	0.4447495899966607	0.06170005454054971	0.9255008181082456	0.5764235764235764	0.5217914340324872	0.7750995798603388
Streptococcus.sp..oral.taxon.061_P03	cosine	24.0	20.0	16.0	0.10178557262499999	0.2348677456175947	17.0	61.0	0.722872046	0.001244223	0.721627823	580.982706476	1.88901696094	0.4728054288446501	0.05072691085342965	0.7609036628014447	0.4565434565434565	0.4565434565434565	0.7597615417164288
Campylobacter.concisus_P03	cosine	24.0	8.0	12.0	0.009589457125	0.017669860540186242	17.0	61.0	0.055782689	0.00010253799999999999	0.055680151	544.019670756	6.7702805032899995	0.5188745216627708	0.0361333719258868	0.542000578888302	0.4195804195804196	0.35746779588015354	0.690071897359657
Gemella.sanguinis_P03	cosine	24.0	20.0	16.0	0.013359384499999998	0.025975511735816068	17.0	61.0	0.08174402	0.000253112	0.081490908	322.95592465	3.93914595607	0.4728054288446501	0.05072691085342965	0.7609036628014447	0.4565434565434565	0.4565434565434565	0.7597615417164288
Streptococcus.sp..LPB0220_P03	cosine	24.0	20.0	16.0	0.023678471625000003	0.051614380300305004	17.0	61.0	0.159728729	0.000247626	0.159481103	645.040217909	10.4625315802	0.5455447255899809	0.02939086404115827	0.44086296061737396	0.3276723276723277	0.30435865072424817	0.690071897359657
Streptococcus.sp..oral.taxon.431_P03	cosine	24.0	20.0	16.0	0.041508361249999993	0.0886611748306423	17.0	61.0	0.275475358	0.000959613	0.274515745	287.069222697	5.00357204393	0.5455447255899809	0.02939086404115827	0.44086296061737396	0.3276723276723277	0.30435865072424817	0.690071897359657
Lachnoanaerobaculum.umeaense_P03	cosine	24.0	0.0	12.0	0.0031039717499999997	0.006741156321353884	17.0	61.0	0.020895373000000002	2.75e-05	0.020867873000000002	759.831745455	6.94512379553	0.4447495899966607	0.06170005454054971	0.9255008181082456	0.5764235764235764	0.5217914340324872	0.7750995798603388
Veillonella.dispar_P03	cosine	24.0	8.0	12.0	0.011513871499999998	0.023545397016891415	17.0	61.0	0.073612901	0.00031798	0.073294921	231.501669916	3.67261689879	0.4447495899966607	0.06170005454054971	0.9255008181082456	0.5764235764235764	0.5217914340324872	0.7750995798603388
Bacteriophage.sp._P03	cosine	24.0	8.0	12.0	0.001212898625	0.002157053086165877	17.0	61.0	0.006857146999999999	3.3600000000000004e-05	0.006823546999999999	204.081755952	6.2703515542999995	0.4447495899966607	0.06170005454054971	0.9255008181082456	0.5764235764235764	0.5217914340324872	0.7750995798603388
Streptococcus.anginosus_P03	cosine	24.0	0.0	12.0	0.007503391749999999	0.012382117933231785	17.0	61.0	0.038548637000000004	0.000538689	0.038009947999999995	71.56009682770001	18.5731444636	0.5188745216627708	0.0361333719258868	0.542000578888302	0.4195804195804196	0.35746779588015354	0.690071897359657
Streptococcus.gwangjuense_P03	cosine	24.0	0.0	16.0	0.011901580499999998	0.022220379925741662	17.0	41.0	0.069137646	0.00035018	0.06878746599999999	197.434593638	27.3800494832	0.4447495899966607	0.06170005454054971	0.9255008181082456	0.5764235764235764	0.5217914340324872	0.7750995798603388
Streptococcus.parasanguinis_P03	cosine	24.0	20.0	16.0	0.021531937374999997	0.048650765617402884	17.0	61.0	0.14987719300000002	0.000163104	0.149714089	918.905685943	15.8747415936	0.5455447255899809	0.02939086404115827	0.44086296061737396	0.3276723276723277	0.30435865072424817	0.690071897359657
Streptococcus.sanguinis_P03	cosine	24.0	20.0	8.0	0.09477740099999997	0.1918840871432976	17.0	41.0	0.597927205	0.004466383	0.593460822	133.872801549	14.358554860999998	0.3706246583305506	0.09959172053278437	1.4938758079917656	0.7392607392607392	0.6894550438714687	0.8703386865601811
Streptococcus.pseudopneumoniae_P03	cosine	24.0	0.0	12.0	0.010551146375	0.015807515928298134	21.0	37.0	0.042866565	0.000318548	0.042548017	134.568620742	60.8599457603	0.5929994533288809	0.019977670514007555	0.2996650577101133	0.2777222777222777	0.221383652056101	0.6869100232021077
Actinomyces.oris_P03	cosine	24.0	0.0	12.0	0.030051395625	0.060905128738353125	17.0	61.0	0.19010269300000002	0.000475785	0.189626908	399.555877129	5.9129514291900005	0.3706246583305506	0.09959172053278437	1.4938758079917656	0.7392607392607392	0.6894550438714687	0.8703386865601811
Rothia.aeria_P03	cosine	24.0	0.0	12.0	0.023123246625000003	0.04426427773005001	17.0	61.0	0.13630173199999998	0.0007164910000000001	0.135585241	190.23509297400003	18.7421398951	0.3706246583305506	0.09959172053278437	1.4938758079917656	0.7392607392607392	0.6894550438714687	0.8703386865601811
Streptococcus.australis_P03	cosine	24.0	0.0	12.0	0.049903307625000004	0.10866791339978377	17.0	61.0	0.336789499	0.001494826	0.335294673	225.30347946900002	5.17431093194	0.5188745216627708	0.0361333719258868	0.542000578888302	0.4195804195804196	0.35746779588015354	0.690071897359657
Lancefieldella.parvula_P03	cosine	24.0	8.0	12.0	0.010041102125	0.02163157542898704	17.0	61.0	0.06712597099999999	3.66e-05	0.067089371	1834.0429235	6.544898676440001	0.5188745216627708	0.0361333719258868	0.542000578888302	0.4195804195804196	0.35746779588015354	0.690071897359657
Streptococcus.intermedius_P03	cosine	24.0	0.0	16.0	0.0063871677500000005	0.0059335490188910925	21.0	41.0	0.01623296	0.000286458	0.015946501999999998	56.6678535771	6.94727997497	0.22237479499833035	0.22055241875538967	3.308286281330846	0.9400599400599401	0.9256439278521662	0.9519189040134314
Streptococcus.sp..116.D4_P03	cosine	24.0	0.0	16.0	0.002195741	0.003992815579454396	17.0	41.0	0.012486588	8e-05	0.012406588	156.08235	17.5388965485	0.5188745216627708	0.0361333719258868	0.542000578888302	0.4195804195804196	0.35746779588015354	0.690071897359657
Streptococcus.sp..I.P16_P03	cosine	24.0	20.0	16.0	0.058355019749999994	0.13462696339584762	17.0	61.0	0.41434955700000003	0.001578194	0.41277136299999995	262.546655861	3.0601044049199997	0.4728054288446501	0.05072691085342965	0.7609036628014447	0.4565434565434565	0.4565434565434565	0.7597615417164288
Capnocytophaga.gingivalis_P03	cosine	24.0	20.0	16.0	0.009079174999999998	0.017867865614731932	17.0	41.0	0.05585892	0.000228696	0.055630224000000006	244.24965893599997	10.326519456	0.4000661320993193	0.08289334762113854	1.243400214317078	0.6253746253746254	0.6244376303677999	0.8465825713532136
Fusobacterium.nucleatum_P03	cosine	24.0	0.0	16.0	0.00516005325	0.00735535742494416	21.0	41.0	0.023573484	0.000263824	0.02330966	89.3530687125	8.166291466810002	0.3706246583305506	0.09959172053278437	1.4938758079917656	0.7392607392607392	0.6894550438714687	0.8703386865601811
Streptococcus.koreensis_P03	cosine	24.0	20.0	16.0	0.051508701875	0.11828032764164975	17.0	61.0	0.36426164200000005	0.001530782	0.36273086	237.957881658	3.11707001198	0.4728054288446501	0.05072691085342965	0.7609036628014447	0.4565434565434565	0.4565434565434565	0.7597615417164288
Streptococcus.sp..A12_P03	cosine	24.0	0.0	12.0	0.005601848625000001	0.01239134330275347	17.0	61.0	0.03835808	0.000174466	0.038183614	219.85991539900002	2.65559029703	0.5929994533288809	0.019977670514007555	0.2996650577101133	0.2777222777222777	0.221383652056101	0.6869100232021077
Mogibacterium.diversum_P03	cosine	24.0	8.0	12.0	0.008820810875000001	0.018445636177224646	17.0	61.0	0.057375153	3.72e-05	0.057337953	1542.34282258	9.00802458597	0.5929994533288809	0.019977670514007555	0.2996650577101133	0.2777222777222777	0.221383652056101	0.6869100232021077
Lautropia.mirabilis_P03	cosine	24.0	20.0	8.0	0.027543724	0.04851553020352442	17.0	41.0	0.151638436	0.000818563	0.15081987300000002	185.24956051	15.525940076500001	0.22237479499833035	0.22055241875538967	3.308286281330846	0.9400599400599401	0.9256439278521662	0.9519189040134314
Pauljensenia.hongkongensis_P03	cosine	24.0	0.0	12.0	0.0071825155	0.01384702116990047	17.0	61.0	0.043592816	0.000140973	0.043451843	309.228121697	3.7040556344699995	0.5929994533288809	0.019977670514007555	0.2996650577101133	0.2777222777222777	0.221383652056101	0.6869100232021077
Actinomyces.sp..oral.taxon.169_P03	cosine	24.0	0.0	12.0	0.026703014	0.05370299578264555	17.0	61.0	0.167263687	0.000448775	0.16681491199999998	372.711686257	8.06078411612	0.3706246583305506	0.09959172053278437	1.4938758079917656	0.7392607392607392	0.6894550438714687	0.8703386865601811
Streptococcus.sp..I.G2_P03	cosine	24.0	20.0	16.0	0.044613194375000005	0.10308975761986593	17.0	61.0	0.317219821	0.00125705	0.31596277100000003	252.35258820299998	3.0029972758	0.4728054288446501	0.05072691085342965	0.7609036628014447	0.4565434565434565	0.4565434565434565	0.7597615417164288
Streptococcus.lactarius_P03	cosine	24.0	20.0	16.0	0.00846560975	0.018062008048407418	17.0	61.0	0.056016801	0.000117516	0.055899285	476.67382313900004	10.62864964	0.5455447255899809	0.02939086404115827	0.44086296061737396	0.3276723276723277	0.30435865072424817	0.690071897359657
X.Eubacterium..sulci_P03	cosine	24.0	8.0	12.0	0.0077728692500000016	0.014941261965917444	17.0	61.0	0.046715140999999995	3.84e-05	0.046676740999999994	1216.54013021	14.6443848079	0.5929994533288809	0.019977670514007555	0.2996650577101133	0.2777222777222777	0.221383652056101	0.6869100232021077
Prevotella.nigrescens_P03	cosine	24.0	8.0	20.0	0.0077016635	0.013518524032417307	17.0	45.0	0.042901395999999994	0.000353495	0.042547901	121.36351575	11.435894358099999	0.22237479499833035	0.22055241875538967	3.308286281330846	0.9400599400599401	0.9256439278521662	0.9519189040134314
Streptococcus.sp..NPS.308_P03	cosine	24.0	0.0	12.0	0.00262519075	0.005273699766749425	17.0	61.0	0.016507228	0.000119589	0.016387639	138.032996346	5.74029530916	0.5929994533288809	0.019977670514007555	0.2996650577101133	0.2777222777222777	0.221383652056101	0.6869100232021077
Capnocytophaga.sputigena_P03	cosine	24.0	0.0	16.0	0.0044098045	0.00791910118503418	17.0	41.0	0.025022171	8.72e-05	0.024934971	286.951502294	10.0024351069	0.5188745216627708	0.0361333719258868	0.542000578888302	0.4195804195804196	0.35746779588015354	0.690071897359657
Streptococcus.sp..ZB199_P03	cosine	24.0	20.0	16.0	0.00241849575	0.005439113653185754	17.0	61.0	0.016763117	1.7100000000000002e-05	0.016746017	980.299239766	13.4930429353	0.5455447255899809	0.02939086404115827	0.44086296061737396	0.3276723276723277	0.30435865072424817	0.690071897359657
Streptococcus.vestibularis_P03	cosine	24.0	0.0	16.0	0.001176765125	0.0024491369779319943	17.0	41.0	0.007622068	4.61e-05	0.007575968000000001	165.337700651	9.18904867257	0.5188745216627708	0.0361333719258868	0.542000578888302	0.4195804195804196	0.35746779588015354	0.690071897359657
Actinomyces.sp..oral.taxon.171_P03	cosine	24.0	0.0	12.0	0.01551229725	0.031601262150699735	17.0	61.0	0.098654139	0.000423199	0.09823094	233.115246019	6.35800619377	0.3706246583305506	0.09959172053278437	1.4938758079917656	0.7392607392607392	0.6894550438714687	0.8703386865601811
Neisseria.subflava_P03	cosine	24.0	8.0	12.0	0.06896464575	0.1382758625943376	17.0	61.0	0.433636111	0.001096938	0.43253917299999994	395.315059739	2.72996404427	0.5188745216627708	0.0361333719258868	0.542000578888302	0.4195804195804196	0.35746779588015354	0.690071897359657
Parvimonas.micra_P03	cosine	24.0	0.0	12.0	0.0071223627500000015	0.00698189095691713	17.0	45.0	0.021848122999999997	0.0008170660000000001	0.021031057000000002	26.7397284919	10.8403552453	0.3706246583305506	0.09959172053278437	1.4938758079917656	0.7392607392607392	0.6894550438714687	0.8703386865601811
Actinomyces.viscosus_P03	cosine	24.0	0.0	12.0	0.002274103625	0.004371289758551757	17.0	61.0	0.013730613000000001	5.3299999999999995e-05	0.013677313	257.61	5.558637962380001	0.5929994533288809	0.019977670514007555	0.2996650577101133	0.2777222777222777	0.221383652056101	0.6869100232021077
Prevotella.intermedia_P03	cosine	24.0	8.0	12.0	0.0027949808750000003	0.004062260726732112	17.0	41.0	0.010992113999999999	3.47e-05	0.010957413999999999	316.775619597	41.0366890577	0.2964997266644405	0.15218547585113507	2.282782137767026	0.8561438561438561	0.8305579046763273	0.922996566870429
Streptococcus.sp..VT.162_P03	cosine	24.0	0.0	12.0	0.004956189999999999	0.009709505886142276	17.0	61.0	0.030428417000000003	0.000138947	0.03028947	218.992975739	8.45009407423	0.5188745216627708	0.0361333719258868	0.542000578888302	0.4195804195804196	0.35746779588015354	0.690071897359657
Tannerella.sp..oral.taxon.HOT.286_P03	cosine	24.0	8.0	12.0	0.00573881175	0.0116991459857431	17.0	61.0	0.03656145	0.000133648	0.036427802	273.565260984	6.01799780546	0.4447495899966607	0.06170005454054971	0.9255008181082456	0.5764235764235764	0.5217914340324872	0.7750995798603388
Neisseria.mucosa_P03	cosine	24.0	8.0	12.0	0.03489083225	0.0716949052769434	17.0	61.0	0.22412708	0.000531722	0.223595358	421.511767427	2.3512992904099996	0.5188745216627708	0.0361333719258868	0.542000578888302	0.4195804195804196	0.35746779588015354	0.690071897359657
Porphyromonas.sp..oral.taxon.275_P03	cosine	24.0	8.0	12.0	0.00738138325	0.013600910913339488	17.0	61.0	0.043023892	9.499999999999999e-05	0.042928892	452.883073684	5.6016820477	0.5929994533288809	0.019977670514007555	0.2996650577101133	0.2777222777222777	0.221383652056101	0.6869100232021077
Campylobacter.showae_P03	cosine	24.0	8.0	12.0	0.00241071375	0.004366388908411554	17.0	41.0	0.013858566999999999	0.000121859	0.013736708	113.72624919	5.13885257047	0.4447495899966607	0.06170005454054971	0.9255008181082456	0.5764235764235764	0.5217914340324872	0.7750995798603388
Streptococcus.sp..1643_P03	cosine	24.0	0.0	12.0	0.006063870125	0.013447226302912335	17.0	61.0	0.04159475	0.000126431	0.041468319	328.991702984	3.41976311925	0.5929994533288809	0.019977670514007555	0.2996650577101133	0.2777222777222777	0.221383652056101	0.6869100232021077
Prevotella.jejuni_P03	cosine	24.0	8.0	12.0	0.003440541125	0.006949256787408914	17.0	41.0	0.021641246	0.0	0.021641246	-10000.0	29.4423015715	0.5188745216627708	0.0361333719258868	0.542000578888302	0.4195804195804196	0.35746779588015354	0.690071897359657
Selenomonas.sputigena_P03	cosine	24.0	8.0	12.0	0.00095489275	0.000895329186096202	21.0	41.0	0.0022156339999999997	3.32e-05	0.002182434	66.7359638554	13.4908110502	0.3706246583305506	0.09959172053278437	1.4938758079917656	0.7392607392607392	0.6894550438714687	0.8703386865601811
Streptococcus.suis_P03	cosine	24.0	0.0	12.0	0.0007060293749999999	0.0015391437174533064	17.0	61.0	0.0047665120000000005	9.63e-06	0.0047568820000000005	494.96490135	8.92799528302	0.5929994533288809	0.019977670514007555	0.2996650577101133	0.2777222777222777	0.221383652056101	0.6869100232021077
Neisseria.elongata_P03	cosine	24.0	8.0	12.0	0.053488879875	0.11506494182658294	17.0	61.0	0.357434441	0.000609682	0.356824759	586.263726008	3.0364525781200005	0.5929994533288809	0.019977670514007555	0.2996650577101133	0.2777222777222777	0.221383652056101	0.6869100232021077
Prevotella.oris_P03	cosine	24.0	0.0	16.0	0.001500437	0.002227389931032564	21.0	41.0	0.007125261999999999	1.4499999999999998e-05	0.007110762	491.39737931	18.8148020305	0.4447495899966607	0.06170005454054971	0.9255008181082456	0.5764235764235764	0.5217914340324872	0.7750995798603388
Neisseria.sicca_P03	cosine	24.0	8.0	12.0	0.00934844625	0.01920190241608765	17.0	61.0	0.060032000999999995	0.000163541	0.05986846	367.076152158	2.2357893641900004	0.4447495899966607	0.06170005454054971	0.9255008181082456	0.5764235764235764	0.5217914340324872	0.7750995798603388
Arachnia.propionica_P03	cosine	24.0	8.0	12.0	0.0014731840000000002	0.0022100892020070146	17.0	61.0	0.007039535	3.86e-05	0.007000935	182.371373057	9.891203551310001	0.4447495899966607	0.06170005454054971	0.9255008181082456	0.5764235764235764	0.5217914340324872	0.7750995798603388
Lachnospiraceae.bacterium.oral.taxon.096_P03	cosine	24.0	20.0	16.0	0.040483632250000005	0.09953616799355952	17.0	41.0	0.303753266	0.00017456400000000002	0.303578702	1740.06820421	5.68649114635	0.4728054288446501	0.05072691085342965	0.7609036628014447	0.4565434565434565	0.4565434565434565	0.7597615417164288
Cardiobacterium.hominis_P03	cosine	24.0	0.0	12.0	0.00450518275	0.009268820413709055	17.0	61.0	0.028933942	0.000129689	0.028804253	223.102514477	5.9489357923699995	0.5188745216627708	0.0361333719258868	0.542000578888302	0.4195804195804196	0.35746779588015354	0.690071897359657
Streptococcus.mutans_P03	cosine	24.0	0.0	16.0	0.0016546542499999998	0.0038209466184163953	17.0	41.0	0.011751613000000001	3.04e-05	0.011721213000000001	386.566217105	7.11571891892	0.4447495899966607	0.06170005454054971	0.9255008181082456	0.5764235764235764	0.5217914340324872	0.7750995798603388
Olsenella.sp..oral.taxon.807_P03	cosine	24.0	0.0	12.0	0.0021662895000000002	0.0029986648716009852	17.0	61.0	0.009377871999999999	8.89e-05	0.009288972	105.487874016	9.21858658717	0.2964997266644405	0.15218547585113507	2.282782137767026	0.8561438561438561	0.8305579046763273	0.922996566870429
Streptococcus.equinus_P03	cosine	24.0	20.0	16.0	0.00270730675	0.00596399258440983	17.0	61.0	0.018448149	7.43e-05	0.018373848999999998	248.292718708	8.457289593010001	0.5455447255899809	0.02939086404115827	0.44086296061737396	0.3276723276723277	0.30435865072424817	0.690071897359657
Candidatus.Saccharibacteria.bacterium.oral.taxon.488_P03	cosine	24.0	0.0	12.0	0.002768192375	0.005622410527121151	17.0	61.0	0.017571593	2.75e-05	0.017544093	638.967018182	7.0475925656	0.5188745216627708	0.0361333719258868	0.542000578888302	0.4195804195804196	0.35746779588015354	0.690071897359657
Mogibacterium.pumilum_P03	cosine	24.0	8.0	12.0	0.0022436415	0.004705493013319832	17.0	61.0	0.014639826000000002	3.04e-05	0.014609426000000002	481.573223684	11.9653868254	0.5188745216627708	0.0361333719258868	0.542000578888302	0.4195804195804196	0.35746779588015354	0.690071897359657
Streptococcus.sp..FDAARGOS_192_P03	cosine	24.0	20.0	16.0	0.017524666625	0.038923551718322236	17.0	41.0	0.119960555	0.00036187199999999995	0.11959868300000001	331.49996407599997	19.8894731336	0.4728054288446501	0.05072691085342965	0.7609036628014447	0.4565434565434565	0.4565434565434565	0.7597615417164288
Treponema.sp..OMZ.804_P03	cosine	24.0	0.0	12.0	0.001209124625	0.001316576944421113	21.0	45.0	0.004120334	0.00013686700000000002	0.003983467	30.1046563452	6.41640710498	0.2964997266644405	0.15218547585113507	2.282782137767026	0.8561438561438561	0.8305579046763273	0.922996566870429
Neisseria.flavescens_P03	cosine	24.0	8.0	12.0	0.015407100125	0.0304987212337572	17.0	61.0	0.09580129400000001	0.00025351700000000003	0.09554777699999999	377.889033083	2.96806277511	0.5188745216627708	0.0361333719258868	0.542000578888302	0.4195804195804196	0.35746779588015354	0.690071897359657
Actinomyces.sp..oral.taxon.897_P03	cosine	24.0	0.0	12.0	0.0012835426249999998	0.002549224805027988	17.0	61.0	0.007989574000000001	2.71e-05	0.007962474	294.818228782	4.81931246169	0.5188745216627708	0.0361333719258868	0.542000578888302	0.4195804195804196	0.35746779588015354	0.690071897359657
Granulicatella.adiacens_P03	cosine	24.0	8.0	12.0	0.000810217625	0.0016173655623374806	17.0	61.0	0.005068686	1.15e-05	0.005057186	440.75530434800004	4.22504148175	0.4447495899966607	0.06170005454054971	0.9255008181082456	0.5764235764235764	0.5217914340324872	0.7750995798603388
Streptococcus.constellatus_P03	cosine	24.0	0.0	12.0	0.004923353125	0.00956652855252908	17.0	37.0	0.02989486	0.000193022	0.029701837999999998	154.877993182	14.1155734144	0.6671243849949909	0.010416797582933842	0.15625196374400765	0.15625196374400765	0.12424019240825061	0.5466311782456703
Treponema.socranskii_P03	cosine	24.0	0.0	12.0	0.0006992143750000001	0.0006745165203723586	21.0	45.0	0.002006812	8.170000000000001e-05	0.001925112	24.5631823745	5.87424390071	0.4447495899966607	0.06170005454054971	0.9255008181082456	0.5764235764235764	0.5217914340324872	0.7750995798603388
Haemophilus.influenzae_P03	cosine	24.0	8.0	12.0	0.00145709575	0.002923154151694525	17.0	41.0	0.009141049	2.62e-05	0.009114849	348.895	6.99320816163	0.4447495899966607	0.06170005454054971	0.9255008181082456	0.5764235764235764	0.5217914340324872	0.7750995798603388
Campylobacter.rectus_P03	cosine	24.0	0.0	20.0	0.00040245875	0.00043032950408633086	21.0	17.0	0.001280992	0.0	0.001280992	-10000.0	9.178273615639998	0.6671243849949909	0.010416797582933842	0.15625196374400765	0.15625196374400765	0.12424019240825061	0.5466311782456703
Inoviridae.sp._P03	cosine	24.0	8.0	12.0	0.00054236575	0.001063739143226589	17.0	41.0	0.0033455390000000002	1.21e-05	0.003333439	276.49082644599997	2.72238080657	0.4447495899966607	0.06170005454054971	0.9255008181082456	0.5764235764235764	0.5217914340324872	0.7750995798603388
